,@Trevornoah,@GarethCliff,@SAPresident,@News24,@Julius_S_Malema,@helenzille,@mailandguardian,@5FM,@loyisogola,@Computicket,@MTVbaseAfrica,@OfficialCSA,@UlrichJvV,@euphonik,@BBCAndrewH,@Camfed,@BobSkinstad,@SamsungSA,@liveamp,@hartleyr,@SmithInAfrica,@gertjohan,@_AfricanUnion,@SandtonCity,@ParliamentofRSA,@Mo_IbrahimFdn,@NDOCKenya,@PeterGreste,@JendayiFrazer,@art2gee,@IECSouthAfrica,@forbesafrica,@Entrepreneur_SA,@geoffreyyork,@HenleyAfrica,@IFCAfrica,@africaprogress,@MbuyiseniNdlozi,@FoodBlogCT,@AfricaResearch,@MadeItInAfrica,@cnbcafrica,@willintune,@AfricaGoodNews,@ThinkAfricaFeed,@CityofJoburgZA,@theafricareport,@schneiderhome,@TheStar_news,@rangerdiaries,@daniel_howden,@Aynte,@GautengProvince,@TechCentral,@africamedia_CPJ,@savetherhino,@mary_harper,@okayafrica,@africagathering,@MercedesBenz_SA,@ayittey,@cx73,@africatechie,@Hamza_Africa,@ONEinAfrica,@audisouthafrica,@thisisafrica,@jaxpanik,@forbeesta,@t_mcconnell,@equal_education,@mikestopforth,@iamsuede,@JamalMOsman,@KahnMorbee,@artsouthafrica,@malonebarry,@InvestInAfrica,@TheEIU_Africa,@sarzss,@VISI_Mag,@BrendanSAfrica
2414,,,,,,,,,,,MTVAtMicasaShow,,,,,,,,SjavaSpecial,,,PaintingFacesZA,FinancingAU,,,MIFKigali,,,,,,,,,Leadership,French,ParisAgreement,,,NewPost,Rwandan,21DaysLockdown,,,IvoryCoast,,African,,,Africa,,,,,,,Ethiopia,,London,,,Johannesburg,,,,,,,,,,,,,,,,,Egypt,,,
2415,,,,,,,,,,,MTVAtMicasaShow,,,,,,,,SjavaSpecial,,,FashionBursary,29thAUSummit,,,live,,,,,,,,,WednesdayWisdom,media,Africa,,,KE,pan,21DaysLockdown,,,IbibioSoundMachine,,Stock,,,lions,,,,,,,AlShabab,,AG2014,,,Johannesburg,,,,,,,,,,,,,,,,,Gabon,,,
2416,,,,,,,,,,,MTVAtMicasaShow,,,,,,,,SJAVASPECIAL,,,PlatinumFashionFestival,29thAUSummit,,,IbrahimForum,,,,,,,,,HRIndaba19,PR,COP22,,,corruption,business,China,,,Letsdance,,markets,,,conservation,,,,,,,IGBS,,thetrend,,,Johannesburg,,,,,,,,,,,,,,,,,Cameroon,,,
2417,,,,,,,,,,,MTVAtMicasaShow,,,,,,,,SjavaSpecial,,,GertJohanCoetzee,Liberia,,,IbrahimForum,,,,,,,,,HenleyAfrica,publicrelations,énergie,,,ElectionsKE2017,Dangote,Coronavirus,,,maps,,show,,,photooftheday,,,,,,,Mogadishu,,AG2014,,,Karoo,,,,,,,,,,,,,,,,,EquatorialGuineau,,,
2418,,,,,,,,,,,MTVAtMicasaShow,,,,,,,,SjavaSpecial,,,TopBillingShoot,29thAUSummit,,,PublicService,,,,,,,,,Leadership,publishing,climat,,,galamsey,Africa,CapitalConnection,,,Africancontinent,,cotedivoire,,,angola,,,,,,,Somalia,,wef,,,PlettenbergBay,,,,,,,,,,,,,,,,,Uganda,,,
2419,,,,,,,,,,,BestDancehall,,,,,,,,sjavaspecial,,,TopBillingShoot,29thAUSummit,,,PublicService,,,,,,,,,WednesdayWisdom,stakeholder,Afrique,,,Ghana,Kenyan,COVID19,,,AlJazeera,,Kenya,,,okavango15,,,,,,,Kenyans,,amnc14,,,Knysna,,,,,,,,,,,,,,,,,Gabon,,,
2420,,,,,,,,,,,DancehallPoll,,,,,,,,SjavaSpecial,,,GJC,29thAUSummit,,,Governance,,,,,,,,,HRIndaba19,connectivity,COP22,,,Luanda,Africa,Lockdown,,,InsideStory,,Africa,,,okavango15,,,,,,,BBC,,AG2014,,,George,,,,,,,,,,,,,,,,,Zambia,,,
2421,,,,,,,,,,,VideoOfTheDay,,,,,,,,SjavaSpecial,,,spreeboutique,CFTA,,,GenderEquality,,,,,,,,,ArtificialIntelligence,IFCCreatingMarkets,Africa,,,Angola,Ghanaian,Covid19SA,,,China,,opinion,,,Angola,,,,,,,AIBawards,,robots,,,CapeTown,,,,,,,,,,,,,,,,,SSA,,,
2422,,,,,,,,,,,Joromi,,,,,,,,SjavaSpecial,,,eveninggown,29thAUSummit,,,Youth,,,,,,,,,HenleyAfrica,IFCCreatingMarkets,COP22,,,Lagos,entrepreneur,COVID19,,,Africa,,Oil,,,wildlife,,,,,,,AIBawards,,amnc14,,,CapeTown,,,,,,,,,,,,,,,,,MENA,,,
2423,,,,,,,,,,,AfricaToTheWorld,,,,,,,,SjavaSpecial,,,eveningdress,CFTA,,,IbrahimForum,,,,,,,,,Leadership,IFCCreatingMarkets,DidYouKnow,,,Nigeria,Tanzanian,Covid19SA,,,Samaritans,,government,,,Japan,,,,,,,ebola,,AI,,,CapeTown,,,,,,,,,,,,,,,,,CPJ,,,
2424,,,,,,,,,,,TwitterChat,,,,,,,,Umama,,,seconddress,29thAUSummit,,,IbrahimForum,,,,,,,,,MBA,IFCCreatingMarkets,FacebookLIVE,,,Kenya,Rwanda,CyrilRamaphosa,,,satire,,Mining,,,Africa,,,,,,,hooked,,Food,,,CapeTown,,,,,,,,,,,,,,,,,Sierra,,,
2425,,,,,,,,,,,MTVAtMiCasaTour,,,,,,,,SjavaSpecial,,,WonderWerke,DotAfrica,,,Nigeria,,,,,,,,,HRIndaba19,CIPREL,ParisAgreement,,,debt,Beneficiation,Lockdown,,,tv,,Kenya,,,conservation,,,,,,,AIBawards,,Hackathon,,,CapeTown,,,,,,,,,,,,,,,,,Zambia,,,
2426,,,,,,,,,,,BaseCypher,,,,,,,,LiveAMP,,,HydeParkHotel,29thAUSummit,,,Sirleaf,,,,,,,,,HRIndaba19,IFCCreatingMarkets,ClimateChange,,,Africa,Ugandan,Covid19SA,,,Africanfractals,,Africa,,,Africa,,,,,,,Ethiiopa,,Gratitude,,,CapeTown,,,,,,,,,,,,,,,,,Libya,,,
2427,,,,,,,,,,,SeeHer,,,,,,,,SjavaSpecial,,,Fashion,29thAUSummit,,,IbrahimForum,,,,,,,,,Prosperity,connectivity,Africa,,,urban,Nigeria,CyrilRamaphosa,,,mindblown,,opinion,,,photooftheday,,,,,,,SOMALILAND,,madeinafrica,,,Knysna,,,,,,,,,,,,,,,,,African,,,
2428,,,,,,,,,,,BaseCypher,,,,,,,,SjavaSpecial,,,PlatinumFashionFestival,OAFLA,,,GenderEquality,,,,,,,,,HRIndaba19,IFCCreatingMarkets,Africa,,,Fonio,Technology,Covid19SA,,,Africa,,COVID19Lagos,,,elephatn,,,,,,,Shabab,,madeinafrica,,,George,,,,,,,,,,,,,,,,,UNFAO,,,
2429,,,,,,,,,,,SeeHer,,,,,,,,SjavaSpecial,,,GertJohanCoetzee,Ethiopia,,,Ghana,,,,,,,,,HR,Africa,COP22,,,Senegal,education,CyrilRamaphosa,,,artefacts,,viral,,,Africa,,,,,,,EthiopiaSummit,,African,,,Knysna,,,,,,,,,,,,,,,,,Botswana,,,
2430,,,,,,,,,,,BaseCypher,,,,,,,,SjavaSpecial,,,FashionBursary,BurkinaFaso,,,Liberia,,,,,,,,,HenleyAfrica,IFCCreatingMarkets,énergie,,,Nigeria,SouthAfrica,Covid19SA,,,elephant,,Coronavirus,,,okavango15,,,,,,,EthiopiaSummit,,Startups,,,CrosswaysFarmVillage,,,,,,,,,,,,,,,,,Libya,,,
2431,,,,,,,,,,,SeeHer,,,,,,,,LiveAMP,,,PlatinumFashionFestival,OAFLA,,,Corruption,,,,,,,,,HenleyAfrica,broadband,climat,,,city,Africa,CyrilRamaphosa,,,IllicitFinancialFlows,,FakeNews,,,okavango15,,,,,,,Ethiopia,,FOCUS100,,,George,,,,,,,,,,,,,,,,,AU,,,
2432,,,,,,,,,,,BaseCypher,,,,,,,,sjavaSpecial,,,GJC,Centralafricanrepublic,,,IbrahimForum,,,,,,,,,HRIndaba19,connectivity,Afrique,,,Lagos,success,Covid19SA,,,internationaldevelopment,,royal,,,Angola,,,,,,,EthiopiaSummit,,Ebola,,,CapeTown,,,,,,,,,,,,,,,,,Chad,,,
2433,,,,,,,,,,,SeeHer,,,,,,,,SjavaSpecial,,,SAFashion,Chad,,,PublicService,,,,,,,,,HR,Africa,sustainable,,,Congo,Kenya,CyrilRamaphosa,,,worldbank,,Morocco,,,okavango15,,,,,,,Ethiopia,,AfricaUtopia,,,CapeTown,,,,,,,,,,,,,,,,,Gaddafi,,,
2434,,,,,,,,,,,MTVNews,,,,,,,,LiveAmp,,,GertJohanCoetzee,Ghana,,,SouthAfrica,,,,,,,,,Goals,IFCCreatingMarkets,Africa,,,Uganda,Entrepreneur,Covid19SA,,,Egypt,,prison,,,Okavango15,,,,,,,252healthcare,,AG2014,,,George,,,,,,,,,,,,,,,,,Cameroon,,,
2435,,,,,,,,,,,BaseBirthday,,,,,,,,LiveAmp,,,FashionBursary,Uganda,,,Liberia,,,,,,,,,Success,broadband,energy,,,M7,Rwanda,CyrilRamaphosa,,,military,,Politics,,,angola,,,,,,,the,,AgHack,,,CapeTown,,,,,,,,,,,,,,,,,Douala,,,
2436,,,,,,,,,,,MTVAtMicasaShow,,,,,,,,SjavaSpecial,,,MissSA2014,Malawi,,,IbrahimForum,,,,,,,,,QOTD,Africa,Africa,,,Nigeria,Botswana,Covid19SA,,,political,,cotedivoire,,,wildlife,,,,,,,Somaliland,,foodtech,,,George,,,,,,,,,,,,,,,,,CMR11,,,
2437,,,,,,,,,,,MTVAtMicasaShow,,,,,,,,SjavaSpecial,,,fashion,Zambia,,,PublicServices,,,,,,,,,HenleyBusinessSchool,IFCCreatingMarkets,Africa,,,Land,Africa,CyrilRamaphosa,,,economic,,business,,,photography,,,,,,,my252,,aghack,,,Knysna,,,,,,,,,,,,,,,,,Mauritania,,,
2438,,,,,,,,,,,Juvenylz,,,,,,,,LiveAmp,,,biztakeouts,DotAfrica,,,Ethiopia,,,,,,,,,Leadership,IFCCreatingMarkets,USA,,,Kenya,Swaziland,DStv410,,,Eritrea,,Congo,,,Rhinos,,,,,,,Somalia,,AG2014,,,Knysna,,,,,,,,,,,,,,,,,Gaddafi,,,
2439,,,,,,,,,,,MTVBaseVJSearch,,,,,,,,SjavaSpecial,,,MADEFORYOU,29thAUSummit,,,MIFKigali,,,,,,,,,Philosophy,infrastructure,AccordDeParis,,,KOT,Rwanda,Covid19SA,,,economy,,politics,,,conservation,,,,,,,Ethiopia,,AgHack,,,Knysna,,,,,,,,,,,,,,,,,Chad,,,
2440,,,,,,,,,,,MTVNews,,,,,,,,sjavaspecial,,,MADEFORYOU,29thAUSummit,,,African,,,,,,,,,Wisdom,connectivity,COP21,,,DemocracyDay,Africa,Covid19SA,,,Museveni,,Africa,,,ivory,,,,,,,ElNino,,AG2014,,,Knysna,,,,,,,,,,,,,,,,,Niger,,,
2441,,,,,,,,,,,AskShekhinah,,,,,,,,sjavaspecial,,,VolvoMomentSA,29thAUSummit,,,Ethiopia,,,,,,,,,Leadership,clean,DidYouKnow,,,democracy,Africa,DStv410,,,gayrights,,Congo,,,poaching,,,,,,,Brixton,,agfoodhack,,,Knysna,,,,,,,,,,,,,,,,,CAR,,,
2442,,,,,,,,,,,HappyBaseDay,,,,,,,,mama,,,volvoS60,AURéformes,,,IbrahimForum,,,,,,,,,Goals,entrepreneurs,Africa,,,Africa,Zoona,Coivd19SA,,,Uganda,,politics,,,retweet,,,,,,,London,,Africa,,,QuoteOfTheDay,,,,,,,,,,,,,,,,,oil,,,
2443,,,,,,,,,,,AskShekhinah,,,,,,,,sjava,,,volvoforlife,29thAUSummit,,,IbrahimForum,,,,,,,,,Productivity,policymakers,Africa,,,DemocracyDay,pan,Covid19SA,,,Libya,,podcast,,,hippo,,,,,,,Shabab,,leadership,,,Knysna,,,,,,,,,,,,,,,,,gas,,,
2444,,,,,,,,,,,Uranyica,,,,,,,,LiveAmp,,,madeforyou,29thAUSummit,,,PublicService,,,,,,,,,Leadership,IFCCreatingMarkets,mondaymotivation,,,Somali,Africa,CyrilRamaphosa,,,bribery,,Coronavirus,,,Africa,,,,,,,SahafiHotel,,Africa,,,Knysna,,,,,,,,,,,,,,,,,Chad,,,
2445,,,,,,,,,,,MTVNews,,,,,,,,umqhele,,,VolvoS60,UN,,,Africa,,,,,,,,,Management,IFCCreatingMarkets,Africa,,,African,Zambia,CyrilRamaphosa,,,SociétéGénérale,,Africa,,,wildlife,,,,,,,Somalia,,AGRF2014,,,WildernessRun,,,,,,,,,,,,,,,,,MiddleEast,,,
2446,,,,,,,,,,,MTVNews,,,,,,,,SjavaSpecial,,,newcar,29thAUSummit,,,IbrahimForum,,,,,,,,,Tools,IFCCreatingMarkets,Africa,,,Nigeria,Investment,CBSA410,,,Kagame,,Mozambique,,,sunset,,,,,,,UNSC,,AGRF2014,,,GardenRouteRun,,,,,,,,,,,,,,,,,IvoryCoast,,,
2447,,,,,,,,,,,MTVNews,,,,,,,,LiveAMP,,,RZA,29thAUSummit,,,MIFKigali,,,,,,,,,HenleyAfrica,InnovativeFinancing,COP22,,,Nigeria,Namibia,COVID19,,,constitution,,nature,,,poaching,,,,,,,SahafiHotelAttack,,UnlockAfrica,,,Hoekwil,,,,,,,,,,,,,,,,,Gbagbo,,,
2448,,,,,,,,,,,MTVNews,,,,,,,,SjavaSpecial,,,Spreess2014,29thAUSummit,,,publicservice,,,,,,,,,creative,IFCCreatingMarkets,COP22,,,DemocracyDay,Tanzania,Nedbank,,,Rw,,EmirofKano,,,RETWEET,,,,,,,Mogadishu,,AG2014,,,Wilderness,,,,,,,,,,,,,,,,,Senegal,,,
2449,,,,,,,,,,,MTVNews,,,,,,,,Umama,,,RZA,29thAUSummit,,,MIFKigali,,,,,,,,,TalentFactory,IFCCreatingMarkets,Africa,,,democracy,Entrepreneur,CBSA410,,,Rwandangenocide,,Sanusi,,,poaching,,,,,,,Somalia,,AG2014,,,BaffaloBay,,,,,,,,,,,,,,,,,MENA,,,
2450,,,,,,,,,,,MTVNews,,,,,,,,sjavaspecial,,,ShaleenSurtieRichards,29thAUSummit,,,MIFKigali,,,,,,,,,Leadership,IFCCreatingMarkets,DidYouKnow,,,Africa,Tbt,OldMutual,,,preventable,,Mozambique,,,TimesSquare,,,,,,,Mogadishu,,AgHack,,,DeRust,,,,,,,,,,,,,,,,,ugandavotes,,,
2451,,,,,,,,,,,SeeHer,,,,,,,,Johannesburg,,,LBDofTheWeek,29thAUSummit,,,IbrahimForum,,,,,,,,,Wisdom,Africa,Africa,,,Museveni,Kenya,PeterMoyo,,,MINUSCA,,nature,,,NewYork,,,,,,,252healthcare,,AG2014,,,DeRust,,,,,,,,,,,,,,,,,Benin,,,
2452,,,,,,,,,,,BaseCypher,,,,,,,,SjavaSpecial,,,np,29thAUSummit,,,PublicService,,,,,,,,,MBA,ACF2017,Offgrid,,,Kenya,Angolan,CBSA410,,,CAR,,genocide,,,elephants,,,,,,,AlShabab,,AG2014,,,LakeBrenton,,,,,,,,,,,,,,,,,SouthAfrica,,,
2453,,,,,,,,,,,WomensMonth,,,,,,,,SjavaSpecial,,,Fashionistas,29thAUSummit,,,publicservice,,,,,,,,,HenleyAfrica,IFCCreatingMarkets,LeSaviezVous,,,Sahel,Nigerian,StandardBank,,,Liberia,,Rwanda,,,ivory,,,,,,,AlShabaab,,AG2014,,,knysnaforestmarathon,,,,,,,,,,,,,,,,,Botswana,,,
2454,,,,,,,,,,,VideoOfTheWeek,,,,,,,,LiveAmp,,,PlatinumFashionFestival,29thAUSummit,,,Avengers,,,,,,,,,Drucker,Africa,Afrique,,,tax,African,CBEA410,,,freedom,,coronavirus,,,poaching,,,,,,,SahafiHotelAttack,,Food,,,OysterFestival,,,,,,,,,,,,,,,,,Botswana,,,
2455,,,,,,,,,,,Umnganiwami,,,,,,,,SjavaSpecial,,,TheMaslowHotel,29thAUSummit,,,Marvel,,,,,,,,,MBA,investment,ReadingNow,,,Lagos,pan,Uganda,,,information,,Tanzania,,,FathersDay,,,,,,,Sahafi,,aghack,,,WildernessRun,,,,,,,,,,,,,,,,,BEE,,,
2456,,,,,,,,,,,GqomuQueen,,,,,,,,LiveAmp,,,TomFord,29thAUSummit,,,Kampala,,,,,,,,,Careers,Africa,ODD,,,NTRN,Ghanaian,WorldBank,,,bill,,railways,,,retweet,,,,,,,Mogadishu,,gatheringfood,,,Knysna,,,,,,,,,,,,,,,,,Museveni,,,
2457,,,,,,,,,,,VideoOfTheDay,,,,,,,,SjavaSpecial,,,fashion,29thAUSummit,,,KCC,,,,,,,,,HenleyAfrica,Africa,Afrique,,,Nigeria,entrepreneur,AlexanderForbes,,,mediarestrictions,,Nigerian,,,family,,,,,,,Mogadishu,,gatheringfood,,,QuoteOfTheDay,,,,,,,,,,,,,,,,,ugandavotes,,,
2458,,,,,,,,,,,VideoOfTheDay,,,,,,,,LiveAmp,,,GreyGoosePolo,29thAUSummit,,,IbrahimForum,,,,,,,,,Education,Africa,Afrique,,,Liberia,Africa,Nigeria,,,LiberiaRising,,economy,,,photooftheday,,,,,,,SahafiHotelAttack,,gatheringfood,,,Brenton,,,,,,,,,,,,,,,,,Bloomberg,,,
2459,,,,,,,,,,,Africaunite,,,,,,,,SjavaSpecial,,,fashion,29thAUSummit,,,PublicService,,,,,,,,,Quote,InnovativeFinance,AfDB,,,Mogbookfair,Sosywood,Coronavirus,,,TAParchive,,DRC,,,wildlife,,,,,,,AlShabaab,,gatheringfood,,,MosselBay,,,,,,,,,,,,,,,,,Gbagbo,,,
2460,,,,,,,,,,,BasePolls,,,,,,,,LiveAmp,,,GreyGoosePolo,29thAUSummit,,,IbrahimForum,,,,,,,,,HenleyBusinessSchool,Africa,BUSAN,,,Mogadishu,Rwanda,Coronavirus,,,Corruption,,Death,,,conservation,,,,,,,AlShabaab,,AG2014,,,Knysna,,,,,,,,,,,,,,,,,civ2010,,,
2461,,,,,,,,,,,PeoplesChoice,,,,,,,,SjavaSpecial,,,HotBuys,29thAUSummit,,,live,,,,,,,,,International,business,High5s,,,Somalia,investment,CoronavirusInSA,,,APRM,,espionage,,,conservation,,,,,,,SahafiHotelAttack,,AG2014,,,Knysna,,,,,,,,,,,,,,,,,ugandavotes,,,
2462,,,,,,,,,,,BasePolls,,,,,,,,LiveAmp,,,spreeboutique,29thAUSummit,,,IbrahimForum,,,,,,,,,Insights,InnovativeFinance,KOAFEC2016,,,Marange,Africa,PLSA410,,,entrepreneurs,,Tanzania,,,wildbird,,,,,,,Mogadishu,,AppHangout,,,Plett,,,,,,,,,,,,,,,,,Botswana,,,
2463,,,,,,,,,,,PeoplesChoice,,,,,,,,SjavaSpecial,,,MarianneFassler,29thAUSummit,,,IbrahimForum,,,,,,,,,Opinionista,MSME,Offgrid,,,Zimbabwe,Kenya,Lazada,,,innovati,,railway,,,birding,,,,,,,Somalia,,AppHagout,,,Knysna,,,,,,,,,,,,,,,,,Botswana,,,
2464,,,,,,,,,,,BasePolls,,,,,,,,LiveAmp,,,fashion,29thAUSummit,,,IbrahimForum,,,,,,,,,HenleyAfrica,Africa,Africa,,,Togo,Kenya,ManagingAsia,,,Abuja,,oilprice,,,PHOTOOFTHEDAY,,,,,,,Somali,,AppHangout,,,Knysna,,,,,,,,,,,,,,,,,Botswana,,,
2465,,,,,,,,,,,PeoplesChoice,,,,,,,,LiveAMP,,,gjc,29thAUSummit,,,PublicService,,,,,,,,,international,MSMEs,Education,,,Nigeria,Kenya,Coronavirus,,,BusStation,,Nigeria,,,lions,,,,,,,AlShabab,,AppHangout,,,Knysna,,,,,,,,,,,,,,,,,Botswana,,,
2466,,,,,,,,,,,BasePolls,,,,,,,,SjavaSpecial,,,SS2014,29thAUSummit,,,IbrahimForum,,,,,,,,,MBA,finance,COP22,,,costofpolitics,Investors,PLSA,,,Bombing,,recession,,,cubs,,,,,,,Mogadishu,,AppHangout,,,Knysna,,,,,,,,,,,,,,,,,Africa,,,
2467,,,,,,,,,,,BasePolls,,,,,,,,LiveAMP,,,GJCRoll,29thAUSummit,,,PublicService,,,,,,,,,HenleyAfrica,InnovativeFinance,Marrakech,,,NRM,Egypt,Telkom,,,BokoHaram,,Ouattara,,,africa,,,,,,,Mogadishu,,AppHangout,,,Knysna,,,,,,,,,,,,,,,,,FDI,,,
2468,,,,,,,,,,,BasePolls,,,,,,,,sjavaspecial,,,GJC,29thAUSummit,,,MIFKigali,,,,,,,,,earlybird,Seychelles,Africa,,,taxation,Kenyan,COVID19,,,Malian,,cotedivoire,,,wildlife,,,,,,,Breaking,,AppHangout,,,LittleMsMila,,,,,,,,,,,,,,,,,Madagascar,,,
2469,,,,,,,,,,,BasePolls,,,,,,,,SjavaSpecial,,,fashion,29thAUSummit,,,IbrahimForum,,,,,,,,,International,Investment,energy,,,fair,African,SquawkBox,,,Tuareg,,Politics,,,conservation,,,,,,,Somalia,,AppHangout,,,Wilderness,,,,,,,,,,,,,,,,,Africa,,,
2470,,,,,,,,,,,BasePolls,,,,,,,,SjavaSpecial,,,GJCRoll,29thAUSummit,,,IbrahimForum,,,,,,,,,International,InnovativeFinance,Africa,,,Nigeria,music,PLEA,,,Gambella,,Ghana,,,wildlife,,,,,,,Mogadishu,,AppHangout,,,Wilderness,,,,,,,,,,,,,,,,,Africa,,,
2471,,,,,,,,,,,PeoplesChoice,,,,,,,,SjavaSpecial,,,SpreeSS14,29thAUSummit,,,IbrahimForum,,,,,,,,,TripleAccredited,Seychelles,Africa,,,Angola,Investment,COVID19,,,AddisAbaba,,railway,,,photooftheday,,,,,,,Somalia,,AppHangout,,,Knysna,,,,,,,,,,,,,,,,,Africa,,,
2472,,,,,,,,,,,BasePolls,,,,,,,,SABC1,,,spree,29thAUSummit,,,IbrahimForum,,,,,,,,,FamilyFriendly,innovativefinance,MotivationMonday,,,election,Mauritius,Rwanda,,,SouthSudan,,Congo,,,wildlife,,,,,,,Mogadishu,,APPHangout,,,Knysna,,,,,,,,,,,,,,,,,Egypt,,,
2473,,,,,,,,,,,HappyWomensDay,,,,,,,,SjavaSpecial,,,fashion,peacefund,,,PublicService,,,,,,,,,HenleyAfrica,MSMEs,DidYouKnow,,,WFD25,Nigeria,PLEA,,,Sengwer,,Tshisekedi,,,wanderlust,,,,,,,SahafiHotelAttack,,AppHangout,,,QuoteOfTheDay,,,,,,,,,,,,,,,,,Tunisia,,,
2474,,,,,,,,,,,SeeHer,,,,,,,,LiveAmp,,,GJC,AUSummit,,,Africa,,,,,,,,,HenleyBusinessSchool,finance,Africa,,,APC,Millennial,Kenya,,,Embobutforest,,beauty,,,wanderlust,,,,,,,AlShabaab,,AfricaProgress,,,Plett,,,,,,,,,,,,,,,,,SSA,,,
2475,,,,,,,,,,,MTVNews,,,,,,,,SjavaSpecial,,,SpreeSS2014,29thAUSummit,,,Kigali,,,,,,,,,Leadership,InnovativeFinanance,Africa,,,Nigeria,agripreneurs,COVID19,,,Kenya,,tech,,,adventure,,,,,,,AlShabaab,,AfricaProgress,,,Knysna,,,,,,,,,,,,,,,,,SouthAfrica,,,
2476,,,,,,,,,,,ICYMI,,,,,,,,SJAVASPECIAL,,,spree,29thAUSummit,,,IbrahimForum,,,,,,,,,Change,Seychelles,WorldEnergyDay,,,Nigeria,African,CapitalConnection,,,evictions,,africa,,,sharks,,,,,,,AlShabaab,,GrainFishMoney,,,Knysna,,,,,,,,,,,,,,,,,Compaoré,,,
2477,,,,,,,,,,,MTVNews,,,,,,,,SjavaSpecial,,,fashion,AUC,,,MIPrize,,,,,,,,,HenleyAfrica,financing,Education,,,Africa,Kenya,Koniku,,,AddisAbaba,,sanusi,,,ocean,,,,,,,Mogadishu,,AfricaProgress,,,Teddy,,,,,,,,,,,,,,,,,Coted,,,
2478,,,,,,,,,,,MTVBaseVJSearch,,,,,,,,SjavaSpecial,,,spreess2014,29thAUSummit,,,MIFKigali,,,,,,,,,HenleyAfrica,Seychelles,IUU,,,DRM,Africa,COVID19,,,government,,Nigeria,,,photooftheday,,,,,,,Somalia,,GrainFishMoney,,,Knysna,,,,,,,,,,,,,,,,,Gbagbo,,,
2479,,,,,,,,,,,MTVAtDavidoTour,,,,,,,,LiveAMP,,,spreess2014,AUReforms,,,MIFKigali,,,,,,,,,Education,InnovativeFinance,national,,,Taxation,Malawi,Rwanda,,,Oromo,,Politics,,,wildlife,,,,,,,MOGADISHUEXPLOSION,,ebola,,,Teddy,,,,,,,,,,,,,,,,,Africa,,,
2480,,,,,,,,,,,MTVAtDavidoTour,,,,,,,,SjavaSpecial,,,mariannefassler,29thAUSummit,,,Rwanda,,,,,,,,,Quote,financing,subsidies,,,Congo,tech,COVID_19SA,,,ethiopia,,Congo,,,Africa,,,,,,,Mogadishu,,Ebola,,,Knysna,,,,,,,,,,,,,,,,,SouthAfrica,,,
2481,,,,,,,,,,,MTVAtDavidoTour,,,,,,,,SjavaSpecial,,,spree,AUC,,,Rwanda,,,,,,,,,HenlyAfrica,opportunities,DidYouKnow,,,democracy,entrepreneurs,Covid_19,,,Burundi,,Tshisekedi,,,okavango15,,,,,,,Shabab,,AG2014,,,Giraffe,,,,,,,,,,,,,,,,,Bozizé,,,
2482,,,,,,,,,,,MTVAtDavidoTour,,,,,,,,LiveAmp,,,iheartjoburg,29thAUSummit,,,live,,,,,,,,,Opinionista,Seychelles,vidéo,,,Kenya,Niger,Rwanda,,,Tax,,Africa,,,extinction,,,,,,,Somaliland,,wef,,,Zebra,,,,,,,,,,,,,,,,,CentralAfricanRepublic,,,
2483,,,,,,,,,,,MTVBaseVJSearch,,,,,,,,Sjavaspecial,,,MBFW,AUC,,,MIFKigali,,,,,,,,,creative,InnovativeFinance,DIAwards,,,Rwanda,Kenya,COVID19,,,Chibok,,beauty,,,wild,,,,,,,Ethiopia,,AG2014,,,PortAlfred,,,,,,,,,,,,,,,,,EU,,,
2484,,,,,,,,,,,MTVNews,,,,,,,,Liveamp,,,safw,29thAUSummit,,,MIFPrize,,,,,,,,,MBA,Investment,DIAwards,,,corruption,Africa,Coronavirus,,,BokoHaram,,tech,,,bigcats,,,,,,,HighlanderShoes,,AG2014,,,PortAlfred,,,,,,,,,,,,,,,,,Tunisia,,,
2485,,,,,,,,,,,ICYMI,,,,,,,,sjavaspecial,,,fashion,29thAUSummit,,,Youth,,,,,,,,,cxday,innovativefinance,DIAwards,,,Nigeria,Ethiopia,CBSA410,,,BokoHaram,,africa,,,wildlife,,,,,,,EthiopiaSummit,,Africa,,,ART,,,,,,,,,,,,,,,,,Egypt,,,
2486,,,,,,,,,,,MTVNews,,,,,,,,SjavaSpecial,,,model,29thAUSummit,,,MIFPrize,,,,,,,,,appliedjourneyarchitectprogramme,Seychelles,search,,,Nigeria,Ghana,COVID19,,,Girls,,Ghana,,,wildlife,,,,,,,Ethiopia,,AG2014,,,PortAlfred,,,,,,,,,,,,,,,,,Chad,,,
2487,,,,,,,,,,,MTVNews,,,,,,,,SjavaSpecial,,,AW2015,AUC,,,MIFKigali,,,,,,,,,deonhanns,investment,social,,,church,Africa,CNBCAfrica,,,Review,,Nigeria,,,photography,,,,,,,Somaliland,,AG2014,,,ART,,,,,,,,,,,,,,,,,Mauritania,,,
2488,,,,,,,,,,,ICYMI,,,,,,,,SjavaSpecial,,,safw,29thAUSummit,,,MIFPrize,,,,,,,,,workplace,DYK,Africa,,,city,Africa,CBSA410,,,Reporting,,derivatives,,,playful,,,,,,,Naija,,AG2014,,,PortAlfred,,,,,,,,,,,,,,,,,Côte,,,
